# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2883476	2884636	+	WP_004853306.1	WP_004853306.1		bifunctional chorismate mutase/prephenate dehydratase	pheA		Q8725_RS13635	1161	386	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2884633	2885505	-							Q8725_RS13640	873		old_locus_tag=Q8725_13645
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2884633	2885505	-	WP_197664062.1	WP_197664062.1		SMP-30/gluconolactonase/LRE family protein			Q8725_RS13640	873	290	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2885574	2886695	-					tyrA		Q8725_RS13645	1122		old_locus_tag=Q8725_13650
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2885574	2886695	-	WP_004853309.1	WP_004853309.1		bifunctional chorismate mutase/prephenate dehydrogenase	tyrA		Q8725_RS13645	1122	373	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2886705	2887775	-					aroF		Q8725_RS13650	1071		old_locus_tag=Q8725_13655
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2886705	2887775	-	WP_004853310.1	WP_004853310.1		3-deoxy-7-phosphoheptulonate synthase AroF	aroF		Q8725_RS13650	1071	356	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2888120	2888629	+							Q8725_RS13655	510		old_locus_tag=Q8725_13660
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2888120	2888629	+	WP_004853313.1	WP_004853313.1		YfiR family protein			Q8725_RS13655	510	169	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2888622	2889845	+					dgcN		Q8725_RS13660	1224		old_locus_tag=Q8725_13665
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2888622	2889845	+	WP_009652103.1	WP_009652103.1		diguanylate cyclase DgcN	dgcN		Q8725_RS13660	1224	407	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2889857	2890339	+							Q8725_RS13665	483		old_locus_tag=Q8725_13670
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2889857	2890339	+	WP_004853316.1	WP_004853316.1		OmpA family protein			Q8725_RS13665	483	160	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2890344	2891714	-							Q8725_RS13670	1371		old_locus_tag=Q8725_13675
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2890344	2891714	-	WP_197664060.1	WP_197664060.1		PepSY domain-containing protein			Q8725_RS13670	1371	456	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2891768	2892205	-							Q8725_RS13675	438		old_locus_tag=Q8725_13680
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2891768	2892205	-	WP_197664059.1	WP_197664059.1		DUF2946 domain-containing protein			Q8725_RS13675	438	145	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2892326	2892673	-					rplS		Q8725_RS13680	348		old_locus_tag=Q8725_13685
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2892326	2892673	-	WP_004104634.1	WP_004104634.1		50S ribosomal protein L19	rplS		Q8725_RS13680	348	115	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2892713	2893480	-					trmD		Q8725_RS13685	768		old_locus_tag=Q8725_13690
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2892713	2893480	-	WP_004104636.1	WP_004104636.1		tRNA (guanosine(37)-N1)-methyltransferase TrmD	trmD		Q8725_RS13685	768	255	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2893526	2894074	-					rimM		Q8725_RS13690	549		old_locus_tag=Q8725_13695
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2893526	2894074	-	WP_014226441.1	WP_014226441.1		ribosome maturation factor RimM	rimM		Q8725_RS13690	549	182	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2894093	2894341	-					rpsP		Q8725_RS13695	249		old_locus_tag=Q8725_13700
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2894093	2894341	-	WP_004123777.1	WP_004123777.1		30S ribosomal protein S16	rpsP		Q8725_RS13695	249	82	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2894557	2895924	-					ffh		Q8725_RS13700	1368		old_locus_tag=Q8725_13705
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2894557	2895924	-	WP_004123779.1	WP_004123779.1		signal recognition particle protein	ffh		Q8725_RS13700	1368	455	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2896089	2896880	+							Q8725_RS13705	792		old_locus_tag=Q8725_13710
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2896089	2896880	+	WP_197664057.1	WP_197664057.1		inner membrane protein YpjD			Q8725_RS13705	792	263	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2896899	2898188	+							Q8725_RS13710	1290		old_locus_tag=Q8725_13715
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2896899	2898188	+	WP_004853327.1	WP_004853327.1		HlyC/CorC family transporter			Q8725_RS13710	1290	429	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2898253	2898843	-					grpE		Q8725_RS13715	591		old_locus_tag=Q8725_13720
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2898253	2898843	-	WP_004853330.1	WP_004853330.1		nucleotide exchange factor GrpE	grpE		Q8725_RS13715	591	196	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2898969	2899847	+					nadK		Q8725_RS13720	879		old_locus_tag=Q8725_13725
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2898969	2899847	+	WP_004123797.1	WP_004123797.1		NAD(+) kinase	nadK		Q8725_RS13720	879	292	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2899934	2901595	+					recN		Q8725_RS13725	1662		old_locus_tag=Q8725_13730
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2899934	2901595	+	WP_004853333.1	WP_004853333.1		DNA repair protein RecN	recN		Q8725_RS13725	1662	553	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2901743	2902084	+					bamE		Q8725_RS13730	342		old_locus_tag=Q8725_13735
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2901743	2902084	+	WP_004123807.1	WP_004123807.1		outer membrane protein assembly factor BamE	bamE		Q8725_RS13730	342	113	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2902151	2902441	-							Q8725_RS13735	291		old_locus_tag=Q8725_13740
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2902151	2902441	-	WP_004853334.1	WP_004853334.1		RnfH family protein			Q8725_RS13735	291	96	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2902431	2902868	-							Q8725_RS13740	438		old_locus_tag=Q8725_13745
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2902431	2902868	-	WP_004123817.1	WP_004123817.1		type II toxin-antitoxin system RatA family toxin			Q8725_RS13740	438	145	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2903018	2903500	+					smpB		Q8725_RS13745	483		old_locus_tag=Q8725_13750
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2903018	2903500	+	WP_004104655.1	WP_004104655.1		SsrA-binding protein SmpB	smpB		Q8725_RS13745	483	160	
gene	tmRNA	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2903645	2904008	+					ssrA		Q8725_RS13750	364		old_locus_tag=Q8725_13755
tmRNA		GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2903645	2904008	+				transfer-messenger RNA	ssrA		Q8725_RS13750	364		
gene	pseudogene	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2904175	2904779	+							Q8725_RS13755	605		partial;pseudo;old_locus_tag=Q8725_13760
CDS	without_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2904175	2904779	+				integrase arm-type DNA-binding domain-containing protein			Q8725_RS13755	605		partial;pseudo
gene	pseudogene	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2904880	2905100	+							Q8725_RS13760	221		partial;pseudo;old_locus_tag=Q8725_13765
CDS	without_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2904880	2905100	+				integrase			Q8725_RS13760	221		partial;pseudo
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2905361	2905546	-							Q8725_RS13765	186		old_locus_tag=Q8725_13770
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2905361	2905546	-	WP_000794262.1	WP_000794262.1		hypothetical protein			Q8725_RS13765	186	61	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2905562	2907226	-							Q8725_RS13770	1665		old_locus_tag=Q8725_13775
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2905562	2907226	-	WP_266336407.1	WP_266336407.1		patatin-like phospholipase family protein			Q8725_RS13770	1665	554	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2907269	2908432	-							Q8725_RS13775	1164		old_locus_tag=Q8725_13780
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2907269	2908432	-	WP_197664053.1	WP_197664053.1		hypothetical protein			Q8725_RS13775	1164	387	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2908564	2911470	-							Q8725_RS13780	2907		old_locus_tag=Q8725_13785
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2908564	2911470	-	WP_197664051.1	WP_197664051.1		DEAD/DEAH box helicase			Q8725_RS13780	2907	968	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2911725	2912111	+							Q8725_RS13785	387		old_locus_tag=Q8725_13790
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2911725	2912111	+	WP_227635120.1	WP_227635120.1		hypothetical protein			Q8725_RS13785	387	128	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2912088	2913101	-							Q8725_RS13790	1014		old_locus_tag=Q8725_13795
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2912088	2913101	-	WP_197664049.1	WP_197664049.1		fimbrial protein			Q8725_RS13790	1014	337	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2913116	2915617	-							Q8725_RS13795	2502		old_locus_tag=Q8725_13800
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2913116	2915617	-	WP_049077541.1	WP_049077541.1		fimbria/pilus outer membrane usher protein			Q8725_RS13795	2502	833	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2915629	2916306	-							Q8725_RS13800	678		old_locus_tag=Q8725_13805
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2915629	2916306	-	WP_189090496.1	WP_189090496.1		molecular chaperone			Q8725_RS13800	678	225	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2916353	2916871	-							Q8725_RS13805	519		old_locus_tag=Q8725_13810
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2916353	2916871	-	WP_004123832.1	WP_004123832.1		fimbrial protein			Q8725_RS13805	519	172	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2916975	2917493	-							Q8725_RS13810	519		old_locus_tag=Q8725_13815
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2916975	2917493	-	WP_004123835.1	WP_004123835.1		LuxR C-terminal-related transcriptional regulator			Q8725_RS13810	519	172	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2917953	2921132	-							Q8725_RS13815	3180		old_locus_tag=Q8725_13820
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2917953	2921132	-	WP_109213298.1	WP_109213298.1		transporter substrate-binding domain-containing protein			Q8725_RS13815	3180	1059	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2921135	2921764	-					evgA		Q8725_RS13820	630		old_locus_tag=Q8725_13825
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2921135	2921764	-	WP_004853363.1	WP_004853363.1		acid-sensing system DNA-binding response regulator EvgA	evgA		Q8725_RS13820	630	209	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2922076	2923620	+							Q8725_RS13825	1545		old_locus_tag=Q8725_13830
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2922076	2923620	+	WP_032743030.1	WP_032743030.1		PTS transporter subunit EIIC			Q8725_RS13825	1545	514	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2923632	2924993	+							Q8725_RS13830	1362		old_locus_tag=Q8725_13835
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2923632	2924993	+	WP_009654293.1	WP_009654293.1		6-phospho-alpha-glucosidase			Q8725_RS13830	1362	453	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2925187	2925957	+							Q8725_RS13835	771		old_locus_tag=Q8725_13840
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2925187	2925957	+	WP_004123848.1	WP_004123848.1		MurR/RpiR family transcriptional regulator			Q8725_RS13835	771	256	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2926070	2926828	+							Q8725_RS13840	759		old_locus_tag=Q8725_13845
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2926070	2926828	+	WP_004853370.1	WP_004853370.1		IclR family transcriptional regulator			Q8725_RS13840	759	252	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2926833	2928452	-							Q8725_RS13845	1620		old_locus_tag=Q8725_13850
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2926833	2928452	-	WP_049106574.1	WP_049106574.1		glycoside hydrolase family 43 protein			Q8725_RS13845	1620	539	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2928465	2929844	-							Q8725_RS13850	1380		old_locus_tag=Q8725_13855
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2928465	2929844	-	WP_305878254.1	WP_305878254.1		glycoside-pentoside-hexuronide (GPH):cation symporter			Q8725_RS13850	1380	459	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2930133	2932100	-							Q8725_RS13855	1968		old_locus_tag=Q8725_13860
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2930133	2932100	-	WP_049077528.1	WP_049077528.1		YjhG/YagF family D-xylonate dehydratase			Q8725_RS13855	1968	655	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2932116	2933024	-							Q8725_RS13860	909		old_locus_tag=Q8725_13865
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2932116	2933024	-	WP_004123859.1	WP_004123859.1		dihydrodipicolinate synthase family protein			Q8725_RS13860	909	302	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2933309	2935222	-							Q8725_RS13865	1914		old_locus_tag=Q8725_13870
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2933309	2935222	-	WP_197664048.1	WP_197664048.1		FKBP-type peptidyl-prolyl cis-trans isomerase N-terminal domain-containing protein			Q8725_RS13865	1914	637	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2935219	2935623	-							Q8725_RS13870	405		old_locus_tag=Q8725_13875
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2935219	2935623	-	WP_004853381.1	WP_004853381.1		hypothetical protein			Q8725_RS13870	405	134	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2935920	2936831	-							Q8725_RS13875	912		old_locus_tag=Q8725_13880
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2935920	2936831	-	WP_004135102.1	WP_004135102.1		LysR family transcriptional regulator			Q8725_RS13875	912	303	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2936948	2937898	+					speB		Q8725_RS13880	951		old_locus_tag=Q8725_13885
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2936948	2937898	+	WP_014226466.1	WP_014226466.1		agmatinase	speB		Q8725_RS13880	951	316	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2937909	2938757	+							Q8725_RS13885	849		old_locus_tag=Q8725_13890
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2937909	2938757	+	WP_182012751.1	WP_182012751.1		sugar phosphate isomerase/epimerase			Q8725_RS13885	849	282	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2938770	2939846	+							Q8725_RS13890	1077		old_locus_tag=Q8725_13895
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2938770	2939846	+	WP_009652534.1	WP_009652534.1		isopenicillin N synthase family oxygenase			Q8725_RS13890	1077	358	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2939856	2940659	+							Q8725_RS13895	804		old_locus_tag=Q8725_13900
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2939856	2940659	+	WP_009652546.1	WP_009652546.1		ABC transporter substrate-binding protein			Q8725_RS13895	804	267	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2940684	2942204	+							Q8725_RS13900	1521		old_locus_tag=Q8725_13905
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2940684	2942204	+	WP_004853393.1	WP_004853393.1		amino acid ABC transporter permease/ATP-binding protein			Q8725_RS13900	1521	506	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2942205	2942933	+							Q8725_RS13905	729		old_locus_tag=Q8725_13910
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2942205	2942933	+	WP_004853394.1	WP_004853394.1		class II aldolase/adducin family protein			Q8725_RS13905	729	242	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2942939	2943871	+							Q8725_RS13910	933		old_locus_tag=Q8725_13915
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2942939	2943871	+	WP_154062345.1	WP_154062345.1		glyoxylate/hydroxypyruvate reductase A			Q8725_RS13910	933	310	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2943946	2944740	+							Q8725_RS13915	795		old_locus_tag=Q8725_13920
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2943946	2944740	+	WP_009652522.1	WP_009652522.1		SDR family NAD(P)-dependent oxidoreductase			Q8725_RS13915	795	264	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2944762	2945088	-							Q8725_RS13920	327		old_locus_tag=Q8725_13925
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2944762	2945088	-	WP_139531004.1	WP_139531004.1		helix-turn-helix domain-containing protein			Q8725_RS13920	327	108	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2945139	2945594	-							Q8725_RS13925	456		old_locus_tag=Q8725_13930
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2945139	2945594	-	WP_049077516.1	WP_049077516.1		PTS sugar transporter subunit IIA			Q8725_RS13925	456	151	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2945591	2946955	-							Q8725_RS13930	1365		old_locus_tag=Q8725_13935
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2945591	2946955	-	WP_197664047.1	WP_197664047.1		PTS galactitol transporter subunit IIC			Q8725_RS13930	1365	454	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2946959	2947240	-							Q8725_RS13935	282		old_locus_tag=Q8725_13940
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2946959	2947240	-	WP_009652557.1	WP_009652557.1		PTS sugar transporter subunit IIB			Q8725_RS13935	282	93	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2947469	2948287	-							Q8725_RS13940	819		old_locus_tag=Q8725_13945
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2947469	2948287	-	WP_223226652.1	WP_223226652.1		ABC transporter substrate-binding protein			Q8725_RS13940	819	272	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2948300	2949271	-					speB		Q8725_RS13945	972		old_locus_tag=Q8725_13950
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2948300	2949271	-	WP_049077512.1	WP_049077512.1		agmatinase	speB		Q8725_RS13945	972	323	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2949408	2950310	+							Q8725_RS13950	903		old_locus_tag=Q8725_13955
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2949408	2950310	+	WP_305878259.1	WP_305878259.1		LysR family transcriptional regulator			Q8725_RS13950	903	300	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2950307	2951500	-							Q8725_RS13955	1194		old_locus_tag=Q8725_13960
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2950307	2951500	-	WP_004853410.1	WP_004853410.1		MFS transporter			Q8725_RS13955	1194	397	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2951564	2952340	-							Q8725_RS13960	777		old_locus_tag=Q8725_13965
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2951564	2952340	-	WP_192467128.1	WP_192467128.1		SDR family NAD(P)-dependent oxidoreductase			Q8725_RS13960	777	258	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2952486	2953406	+							Q8725_RS13965	921		old_locus_tag=Q8725_13970
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2952486	2953406	+	WP_004853413.1	WP_004853413.1		LysR substrate-binding domain-containing protein			Q8725_RS13965	921	306	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2953446	2954219	-							Q8725_RS13970	774		old_locus_tag=Q8725_13975
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2953446	2954219	-	WP_004853415.1	WP_004853415.1		transporter substrate-binding domain-containing protein			Q8725_RS13970	774	257	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2954255	2955049	-							Q8725_RS13975	795		old_locus_tag=Q8725_13980
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2954255	2955049	-	WP_004853416.1	WP_004853416.1		CatB-related O-acetyltransferase			Q8725_RS13975	795	264	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2955185	2956249	-							Q8725_RS13980	1065		old_locus_tag=Q8725_13985
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2955185	2956249	-	WP_049077509.1	WP_049077509.1		fimbrial protein			Q8725_RS13980	1065	354	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2956298	2958832	-							Q8725_RS13985	2535		old_locus_tag=Q8725_13990
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2956298	2958832	-	WP_305878260.1	WP_305878260.1		fimbria/pilus outer membrane usher protein			Q8725_RS13985	2535	844	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2958859	2959518	-							Q8725_RS13990	660		old_locus_tag=Q8725_13995
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2958859	2959518	-	WP_004853424.1	WP_004853424.1		molecular chaperone			Q8725_RS13990	660	219	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2959668	2960264	-							Q8725_RS13995	597		old_locus_tag=Q8725_14000
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2959668	2960264	-	WP_197664046.1	WP_197664046.1		fimbrial protein			Q8725_RS13995	597	198	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2960934	2962454	-							Q8725_RS14000	1521		old_locus_tag=Q8725_14005
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2960934	2962454	-	WP_004853428.1	WP_004853428.1		aldehyde dehydrogenase family protein			Q8725_RS14000	1521	506	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2962705	2964492	+							Q8725_RS14005	1788		old_locus_tag=Q8725_14010
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2962705	2964492	+	WP_182012757.1	WP_182012757.1		sigma-54-dependent Fis family transcriptional regulator			Q8725_RS14005	1788	595	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	2964506	2965102	-							Q8725_RS14010	597		old_locus_tag=Q8725_14015
