# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2337403	2338167	+							BHR50_RS11340	765		old_locus_tag=BHR50_11180
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2337403	2338167	+	WP_010930871.1	WP_010930871.1		YdcF family protein			BHR50_RS11340	765	254	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2338172	2338444	+							BHR50_RS11345	273		old_locus_tag=BHR50_11185
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2338172	2338444	+	WP_003813217.1	WP_003813217.1		YkgJ family cysteine cluster protein			BHR50_RS11345	273	90	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2338569	2339690	-							BHR50_RS11350	1122		old_locus_tag=BHR50_11190
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2338569	2339690	-	WP_010930872.1	WP_010930872.1		glycosyltransferase family 4 protein			BHR50_RS11350	1122	373	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2339698	2340423	-							BHR50_RS11355	726		old_locus_tag=BHR50_11195
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2339698	2340423	-	WP_003813221.1	WP_003813221.1		polysaccharide deacetylase family protein			BHR50_RS11355	726	241	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2340786	2342402	+							BHR50_RS11360	1617		old_locus_tag=BHR50_11200
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2340786	2342402	+	WP_010930873.1	WP_010930873.1		phosphoethanolamine transferase			BHR50_RS11360	1617	538	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2342381	2343493	-							BHR50_RS11365	1113		old_locus_tag=BHR50_11205
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2342381	2343493	-	WP_010930874.1	WP_010930874.1		glycosyltransferase family 4 protein			BHR50_RS11365	1113	370	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2343490	2344242	-							BHR50_RS11370	753		old_locus_tag=BHR50_11210
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2343490	2344242	-	WP_003813226.1	WP_003813226.1		glycosyltransferase family 2 protein			BHR50_RS11370	753	250	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2344239	2345090	-							BHR50_RS11375	852		old_locus_tag=BHR50_11215
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2344239	2345090	-	WP_010930875.1	WP_010930875.1		polysaccharide deacetylase family protein			BHR50_RS11375	852	283	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2345083	2346186	-							BHR50_RS11380	1104		old_locus_tag=BHR50_11220
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2345083	2346186	-	WP_010930876.1	WP_010930876.1		glycosyltransferase family 4 protein			BHR50_RS11380	1104	367	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2346186	2349677	-					dnaE		BHR50_RS11385	3492		old_locus_tag=BHR50_11225
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2346186	2349677	-	WP_010930877.1	WP_010930877.1		DNA polymerase III subunit alpha	dnaE		BHR50_RS11385	3492	1163	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2349815	2350714	+					lpxO		BHR50_RS11390	900		old_locus_tag=BHR50_11230
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2349815	2350714	+	WP_023995005.1	WP_023995005.1		lipid A hydroxylase LpxO	lpxO		BHR50_RS11390	900	299	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2350846	2354730	-					hrpA		BHR50_RS11395	3885		old_locus_tag=BHR50_11235
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2350846	2354730	-	WP_019247285.1	WP_019247285.1		ATP-dependent RNA helicase HrpA	hrpA		BHR50_RS11395	3885	1294	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2354863	2356266	+					argA		BHR50_RS11400	1404		old_locus_tag=BHR50_11240
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2354863	2356266	+	WP_010930879.1	WP_010930879.1		amino-acid N-acetyltransferase	argA		BHR50_RS11400	1404	467	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2356340	2356612	+							BHR50_RS11405	273		old_locus_tag=BHR50_11245
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2356340	2356612	+	WP_003813239.1	WP_003813239.1		oxidative damage protection protein			BHR50_RS11405	273	90	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2356666	2358546	+							BHR50_RS11410	1881		old_locus_tag=BHR50_11250
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2356666	2358546	+	WP_010930880.1	WP_010930880.1		alkaline phosphatase family protein			BHR50_RS11410	1881	626	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2358560	2359339	-					phoU		BHR50_RS11415	780		old_locus_tag=BHR50_11255
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2358560	2359339	-	WP_023853444.1	WP_023853444.1		phosphate signaling complex protein PhoU	phoU		BHR50_RS11415	780	259	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2359494	2360174	-					rpiA		BHR50_RS11420	681		old_locus_tag=BHR50_11260
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2359494	2360174	-	WP_010930882.1	WP_010930882.1		ribose-5-phosphate isomerase RpiA	rpiA		BHR50_RS11420	681	226	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2360228	2361886	-							BHR50_RS11425	1659		old_locus_tag=BHR50_11265
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2360228	2361886	-	WP_010930883.1	WP_010930883.1		isovaleryl-CoA dehydrogenase			BHR50_RS11425	1659	552	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2361966	2363381	-					rmuC		BHR50_RS11430	1416		old_locus_tag=BHR50_11270
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2361966	2363381	-	WP_003813247.1	WP_003813247.1		DNA recombination protein RmuC	rmuC		BHR50_RS11430	1416	471	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2363507	2364166	+							BHR50_RS11435	660		old_locus_tag=BHR50_11275
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2363507	2364166	+	WP_010930885.1	WP_010930885.1		PhoP regulatory network YrbL family protein			BHR50_RS11435	660	219	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2364174	2364890	-							BHR50_RS11440	717		old_locus_tag=BHR50_11280
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2364174	2364890	-	WP_010930886.1	WP_010930886.1		DNA-3-methyladenine glycosylase			BHR50_RS11440	717	238	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2364895	2365251	-							BHR50_RS11445	357		old_locus_tag=BHR50_11285
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2364895	2365251	-	WP_003813253.1	WP_003813253.1		arsenate reductase			BHR50_RS11445	357	118	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2365248	2366057	-							BHR50_RS11450	810		old_locus_tag=BHR50_11290
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2365248	2366057	-	WP_003813256.1	WP_003813256.1		ABC transporter permease subunit			BHR50_RS11450	810	269	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2366054	2366968	-							BHR50_RS11455	915		old_locus_tag=BHR50_11295
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2366054	2366968	-	WP_003813258.1	WP_003813258.1		ABC transporter permease subunit			BHR50_RS11455	915	304	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2366965	2368092	-					potA		BHR50_RS11460	1128		old_locus_tag=BHR50_11300
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2366965	2368092	-	WP_003813260.1	WP_003813260.1		polyamine ABC transporter ATP-binding protein	potA		BHR50_RS11460	1128	375	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2368099	2369202	-							BHR50_RS11465	1104		old_locus_tag=BHR50_11305
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2368099	2369202	-	WP_010930887.1	WP_010930887.1		polyamine ABC transporter substrate-binding protein			BHR50_RS11465	1104	367	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2369334	2370068	-							BHR50_RS11470	735		old_locus_tag=BHR50_11310
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2369334	2370068	-	WP_010930888.1	WP_010930888.1		3-deoxy-D-manno-octulosonic acid kinase			BHR50_RS11470	735	244	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2370058	2370483	-							BHR50_RS11475	426		old_locus_tag=BHR50_11315
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2370058	2370483	-	WP_003813267.1	WP_003813267.1		group II truncated hemoglobin			BHR50_RS11475	426	141	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2370483	2373026	-							BHR50_RS11480	2544		old_locus_tag=BHR50_11320
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2370483	2373026	-	WP_010930889.1	WP_010930889.1		FtsX-like permease family protein			BHR50_RS11480	2544	847	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2373141	2374115	+							BHR50_RS11485	975		old_locus_tag=BHR50_11325
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2373141	2374115	+	WP_010930890.1	WP_010930890.1		TRAP transporter substrate-binding protein			BHR50_RS11485	975	324	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2374201	2374701	+							BHR50_RS11490	501		old_locus_tag=BHR50_11330
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2374201	2374701	+	WP_010930891.1	WP_010930891.1		TRAP transporter small permease			BHR50_RS11490	501	166	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2374742	2376019	+							BHR50_RS11495	1278		old_locus_tag=BHR50_11335
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2374742	2376019	+	WP_010926811.1	WP_010926811.1		TRAP transporter large permease			BHR50_RS11495	1278	425	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2376118	2377068	+							BHR50_RS11500	951		old_locus_tag=BHR50_11340
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2376118	2377068	+	WP_010930800.1	WP_010930800.1		IS481-like element IS481 family transposase			BHR50_RS11500	951	316	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2377084	2377659	-							BHR50_RS20675	576		old_locus_tag=BHR50_11345
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2377084	2377659	-	WP_019248915.1	WP_019248915.1		hypothetical protein			BHR50_RS20675	576	191	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2377700	2378236	-							BHR50_RS20680	537		old_locus_tag=BHR50_11350
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2377700	2378236	-	WP_019247719.1	WP_019247719.1		hypothetical protein			BHR50_RS20680	537	178	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2378286	2379596	-							BHR50_RS11510	1311		old_locus_tag=BHR50_11355
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2378286	2379596	-	WP_003813645.1	WP_003813645.1		citrate synthase			BHR50_RS11510	1311	436	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2379617	2379877	-							BHR50_RS11515	261		old_locus_tag=BHR50_11360
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2379617	2379877	-	WP_003813647.1	WP_003813647.1		succinate dehydrogenase assembly factor 2			BHR50_RS11515	261	86	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2379903	2380619	-							BHR50_RS11520	717		old_locus_tag=BHR50_11365
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2379903	2380619	-	WP_003813649.1	WP_003813649.1		succinate dehydrogenase iron-sulfur subunit			BHR50_RS11520	717	238	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2380632	2382410	-					sdhA		BHR50_RS11525	1779		old_locus_tag=BHR50_11370
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2380632	2382410	-	WP_003813651.1	WP_003813651.1		succinate dehydrogenase flavoprotein subunit	sdhA		BHR50_RS11525	1779	592	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2382414	2382797	-					sdhD		BHR50_RS11530	384		old_locus_tag=BHR50_11375
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2382414	2382797	-	WP_003813653.1	WP_003813653.1		succinate dehydrogenase, hydrophobic membrane anchor protein	sdhD		BHR50_RS11530	384	127	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2382797	2383210	-					sdhC		BHR50_RS11535	414		old_locus_tag=BHR50_11380
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2382797	2383210	-	WP_003813654.1	WP_003813654.1		succinate dehydrogenase, cytochrome b556 subunit	sdhC		BHR50_RS11535	414	137	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2383335	2384114	-							BHR50_RS11540	780		old_locus_tag=BHR50_11385
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2383335	2384114	-	WP_003813656.1	WP_003813656.1		GntR family transcriptional regulator			BHR50_RS11540	780	259	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2384403	2385392	+							BHR50_RS11545	990		old_locus_tag=BHR50_11390
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2384403	2385392	+	WP_003813657.1	WP_003813657.1		malate dehydrogenase			BHR50_RS11545	990	329	
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2385654	2386549	+					prpB		BHR50_RS11550	896		pseudo;old_locus_tag=BHR50_11395
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2385654	2386549	+				methylisocitrate lyase	prpB		BHR50_RS11550	896		pseudo
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2386623	2387825	+					prpC		BHR50_RS11555	1203		old_locus_tag=BHR50_11400
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2386623	2387825	+	WP_003821414.1	WP_003821414.1		2-methylcitrate synthase	prpC		BHR50_RS11555	1203	400	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2387944	2390538	+					acnD		BHR50_RS11560	2595		old_locus_tag=BHR50_11405
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2387944	2390538	+	WP_010930895.1	WP_010930895.1		Fe/S-dependent 2-methylisocitrate dehydratase AcnD	acnD		BHR50_RS11560	2595	864	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2390595	2391785	+					prpF		BHR50_RS11565	1191		old_locus_tag=BHR50_11410
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2390595	2391785	+	WP_010930896.1	WP_010930896.1		2-methylaconitate cis-trans isomerase PrpF	prpF		BHR50_RS11565	1191	396	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2391803	2393260	+							BHR50_RS11570	1458		old_locus_tag=BHR50_11415
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2391803	2393260	+	WP_010930897.1	WP_010930897.1		bifunctional 2-methylcitrate dehydratase/aconitate hydratase			BHR50_RS11570	1458	485	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2393330	2393752	+							BHR50_RS11575	423		old_locus_tag=BHR50_11420
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2393330	2393752	+	WP_010930898.1	WP_010930898.1		CopD family protein			BHR50_RS11575	423	140	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2393782	2395173	+							BHR50_RS11580	1392		old_locus_tag=BHR50_11425
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2393782	2395173	+	WP_010930899.1	WP_010930899.1		THUMP domain-containing protein			BHR50_RS11580	1392	463	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2395387	2395569	+							BHR50_RS11585	183		old_locus_tag=BHR50_11430
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2395387	2395569	+	WP_003813674.1	WP_003813674.1		hypothetical protein			BHR50_RS11585	183	60	
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2395702	2396202	+							BHR50_RS11590	501		partial;pseudo;old_locus_tag=BHR50_11435
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2395702	2396202	+				RDD family protein			BHR50_RS11590	501		partial;pseudo
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2396297	2397169	+							BHR50_RS11595	873		old_locus_tag=BHR50_11440
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2396297	2397169	+	WP_003813679.1	WP_003813679.1		UDP-2,3-diacylglucosamine diphosphatase			BHR50_RS11595	873	290	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2397307	2398971	+							BHR50_RS11600	1665		old_locus_tag=BHR50_11445
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2397307	2398971	+	WP_003813682.1	WP_003813682.1		AMP-binding protein			BHR50_RS11600	1665	554	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2398983	2399504	+							BHR50_RS11605	522		old_locus_tag=BHR50_11450
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2398983	2399504	+	WP_003813683.1	WP_003813683.1		gamma carbonic anhydrase family protein			BHR50_RS11605	522	173	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2399554	2400468	+					hslO		BHR50_RS11610	915		old_locus_tag=BHR50_11455
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2399554	2400468	+	WP_010930902.1	WP_010930902.1		Hsp33 family molecular chaperone HslO	hslO		BHR50_RS11610	915	304	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2400545	2401297	+							BHR50_RS11615	753		old_locus_tag=BHR50_11460
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2400545	2401297	+	WP_010930903.1	WP_010930903.1		hypothetical protein			BHR50_RS11615	753	250	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2401275	2401676	-							BHR50_RS11620	402		old_locus_tag=BHR50_11465
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2401275	2401676	-	WP_010930904.1	WP_010930904.1		cupin domain-containing protein			BHR50_RS11620	402	133	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2401701	2402180	-							BHR50_RS11625	480		old_locus_tag=BHR50_11470
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2401701	2402180	-	WP_010926932.1	WP_010926932.1		carboxymuconolactone decarboxylase family protein			BHR50_RS11625	480	159	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2402230	2402985	-							BHR50_RS11630	756		old_locus_tag=BHR50_11475
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2402230	2402985	-	WP_003813694.1	WP_003813694.1		SDR family oxidoreductase			BHR50_RS11630	756	251	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2403184	2404749	+							BHR50_RS11635	1566		old_locus_tag=BHR50_11480
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2403184	2404749	+	WP_010930905.1	WP_010930905.1		winged helix-turn-helix domain-containing protein			BHR50_RS11635	1566	521	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2404817	2405173	-					ftsB		BHR50_RS11640	357		old_locus_tag=BHR50_11485
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2404817	2405173	-	WP_003813698.1	WP_003813698.1		cell division protein FtsB	ftsB		BHR50_RS11640	357	118	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2405255	2406541	-					eno		BHR50_RS11645	1287		old_locus_tag=BHR50_11490
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2405255	2406541	-	WP_003813700.1	WP_003813700.1		phosphopyruvate hydratase	eno		BHR50_RS11645	1287	428	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2406547	2406831	-							BHR50_RS11650	285		old_locus_tag=BHR50_11495
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2406547	2406831	-	WP_003813702.1	WP_003813702.1		DUF1330 domain-containing protein			BHR50_RS11650	285	94	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2406841	2407698	-					kdsA		BHR50_RS11655	858		old_locus_tag=BHR50_11500
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2406841	2407698	-	WP_003813703.1	WP_003813703.1		3-deoxy-8-phosphooctulonate synthase	kdsA		BHR50_RS11655	858	285	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2407695	2409347	-							BHR50_RS11660	1653		old_locus_tag=BHR50_11505
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2407695	2409347	-	WP_003813705.1	WP_003813705.1		CTP synthase			BHR50_RS11660	1653	550	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2409429	2410379	-							BHR50_RS11665	951		old_locus_tag=BHR50_11510
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2409429	2410379	-	WP_010930742.1	WP_010930742.1		IS481-like element IS481 family transposase			BHR50_RS11665	951	316	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2410612	2412411	-							BHR50_RS11670	1800		old_locus_tag=BHR50_11515
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2410612	2412411	-	WP_010930907.1	WP_010930907.1		aminopeptidase P family protein			BHR50_RS11670	1800	599	
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2412420	2413224	-							BHR50_RS11675	805		pseudo;old_locus_tag=BHR50_11520
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2412420	2413224	-				M55 family metallopeptidase			BHR50_RS11675	805		pseudo
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2413251	2414399	-							BHR50_RS11680	1149		old_locus_tag=BHR50_11525
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2413251	2414399	-	WP_003813710.1	WP_003813710.1		P1 family peptidase			BHR50_RS11680	1149	382	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2414417	2415316	-					gsiD		BHR50_RS11685	900		old_locus_tag=BHR50_11530
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2414417	2415316	-	WP_010930908.1	WP_010930908.1		glutathione ABC transporter permease GsiD	gsiD		BHR50_RS11685	900	299	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2415324	2416244	-					gsiC		BHR50_RS11690	921		old_locus_tag=BHR50_11535
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2415324	2416244	-	WP_003813715.1	WP_003813715.1		glutathione ABC transporter permease GsiC	gsiC		BHR50_RS11690	921	306	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2416306	2417859	-					gsiB		BHR50_RS11695	1554		old_locus_tag=BHR50_11540
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2416306	2417859	-	WP_010930909.1	WP_010930909.1		glutathione ABC transporter substrate-binding protein GsiB	gsiB		BHR50_RS11695	1554	517	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2417930	2419831	-							BHR50_RS11700	1902		old_locus_tag=BHR50_11545
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2417930	2419831	-	WP_010930910.1	WP_010930910.1		dipeptide ABC transporter ATP-binding protein			BHR50_RS11700	1902	633	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2419876	2420856	-							BHR50_RS11705	981		old_locus_tag=BHR50_11550
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	2419876	2420856	-	WP_010930911.1	WP_010930911.1		isoaspartyl peptidase/L-asparaginase			BHR50_RS11705	981	326	
